"student label","game score","coast","game scheduled","percent training sessions attended","overall fitness score","# extra strategy sessions attended","hours of sleep the night before game","early bird/night owl","previous competitive sports","# meals on day prior to game","university year"
1,60.67,"west coast","noon",1.,0.86,8,6,"night owl","curling",4,"sophomore"
2,35.22,"west coast","noon",1.,0.01,4,3,"night owl","curling",3,"senior"
3,17.19,"west coast","noon",0.04,0.,4,2,"night owl","gymnastics",5,"sophomore"
4,40.06,"west coast","noon",0.45,0.97,3,7,"night owl","baseball",6,"sophomore"
5,68.51,"west coast","noon",1.,0.86,9,2,"night owl","martial arts",4,"senior"
6,50.17,"west coast","noon",0.79,0.86,5,7,"night owl","martial arts",6,"sophomore"
7,24.68,"west coast","noon",1.,0.,8,0,"night owl","gymnastics",3,"junior"
8,82.2,"west coast","noon",1.,1.,6,10,"night owl","frisbee",1,"junior"
9,12.530000000000001,"west coast","noon",0.07,0.4,3,8,"night owl","table tennis",4,"senior"
10,29.19,"west coast","noon",0.,0.,7,6,"night owl","basketball",3,"sophomore"
11,27.,"west coast","morning",0.,0.56,5,10,"night owl","martial arts",2,"senior"
12,67.04,"west coast","morning",0.93,1.,0,5,"early bird","curling",5,"sophomore"
13,62.26,"west coast","morning",1.,0.72,9,12,"night owl","basketball",3,"frosh"
14,25.78,"west coast","morning",0.36,0.11,7,5,"night owl","gymnastics",4,"junior"
15,73.05,"west coast","morning",0.99,1.,8,11,"night owl","table tennis",5,"frosh"
16,0.12,"west coast","morning",0.16,0.12,6,2,"night owl","football",3,"sophomore"
17,54.38,"west coast","morning",0.39,1.,9,0,"early bird","curling",5,"junior"
18,27.650000000000002,"west coast","morning",0.05,0.63,2,1,"night owl","table tennis",4,"junior"
19,27.41,"west coast","morning",0.,0.,6,10,"night owl","martial arts",2,"junior"
20,23.1,"west coast","morning",0.,0.04,0,10,"night owl","martial arts",3,"sophomore"
21,36.68,"west coast","noon",0.,1.,6,7,"night owl","curling",2,"sophomore"
22,31.3,"west coast","noon",1.,0.,9,11,"early bird","baseball",6,"frosh"
23,59.22,"west coast","noon",0.66,1.,2,2,"night owl","martial arts",2,"senior"
24,20.26,"west coast","noon",0.,0.17,5,2,"night owl","gymnastics",5,"junior"
25,78.99,"west coast","noon",0.99,1.,8,9,"night owl","football",5,"junior"
26,27.85,"west coast","noon",1.,0.13,2,1,"night owl","martial arts",3,"sophomore"
27,45.25,"west coast","noon",1.,0.02,10,1,"night owl","martial arts",2,"junior"
28,34.08,"west coast","noon",0.9500000000000001,0.08,6,11,"early bird","table tennis",4,"senior"
29,44.54,"west coast","noon",0.71,0.27,4,9,"night owl","baseball",3,"junior"
30,9.98,"west coast","noon",0.,0.06,3,11,"night owl","football",2,"junior"
31,52.26,"west coast","evening",0.87,0.51,4,12,"night owl","curling",4,"senior"
32,41.45,"west coast","evening",1.,0.08,5,7,"night owl","football",5,"sophomore"
33,85.65,"west coast","evening",0.92,1.,9,8,"night owl","football",5,"senior"
34,66.15,"west coast","evening",0.98,0.81,9,0,"night owl","football",3,"junior"
35,33.29,"west coast","evening",0.07,0.41000000000000003,2,0,"night owl","martial arts",4,"frosh"
36,54.72,"west coast","evening",0.87,0.98,3,11,"early bird","table tennis",5,"junior"
37,73.19,"west coast","evening",1.,0.93,3,5,"night owl","football",3,"senior"
38,43.82,"west coast","evening",0.,0.92,8,3,"early bird","martial arts",5,"frosh"
39,67.26,"west coast","evening",1.,0.55,7,11,"night owl","martial arts",2,"senior"
40,70.32000000000001,"west coast","evening",1.,0.87,0,6,"night owl","martial arts",4,"sophomore"
41,25.97,"west coast","noon",1.,0.14,3,10,"early bird","martial arts",6,"sophomore"
42,45.07,"west coast","noon",0.13,1.,3,5,"night owl","curling",5,"junior"
43,77.69,"west coast","noon",1.,0.97,9,7,"night owl","basketball",4,"junior"
44,35.09,"west coast","noon",0.29,0.56,5,2,"night owl","frisbee",5,"sophomore"
45,0.,"west coast","noon",0.01,0.12,1,11,"night owl","frisbee",3,"frosh"
46,51.22,"west coast","noon",0.87,0.88,6,9,"night owl","football",3,"senior"
47,5.55,"west coast","noon",0.23,0.11,1,12,"night owl","gymnastics",6,"junior"
48,34.230000000000004,"west coast","noon",0.07,1.,8,0,"early bird","table tennis",3,"frosh"
49,7.13,"west coast","noon",0.03,0.,0,12,"night owl","baseball",3,"senior"
50,2.81,"west coast","noon",0.,0.3,1,5,"night owl","baseball",5,"frosh"
51,8.41,"west coast","noon",0.05,0.,0,7,"night owl","curling",2,"frosh"
52,62.35,"west coast","noon",1.,0.9400000000000001,4,1,"night owl","frisbee",4,"junior"
53,20.580000000000002,"west coast","noon",0.05,0.92,8,11,"night owl","table tennis",4,"frosh"
54,83.65,"west coast","noon",1.,1.,10,9,"night owl","table tennis",5,"sophomore"
55,35.31,"west coast","noon",0.,1.,7,6,"night owl","martial arts",5,"sophomore"
56,23.86,"west coast","noon",0.43,0.09,3,1,"night owl","football",6,"sophomore"
57,30.84,"west coast","noon",0.8,0.85,2,1,"night owl","football",6,"junior"
58,29.400000000000002,"west coast","noon",0.37,0.,5,5,"night owl","football",3,"frosh"
59,47.980000000000004,"west coast","noon",0.99,0.51,7,4,"night owl","baseball",3,"senior"
60,16.51,"west coast","noon",0.,0.92,3,1,"night owl","martial arts",3,"senior"
61,35.54,"west coast","noon",0.02,0.04,7,8,"early bird","frisbee",3,"senior"
62,41.19,"west coast","noon",0.2,0.,8,5,"early bird","basketball",2,"sophomore"
63,35.1,"west coast","noon",0.,0.,7,10,"night owl","curling",3,"junior"
64,67.7,"west coast","noon",0.73,0.58,8,10,"night owl","martial arts",2,"junior"
65,48.9,"west coast","noon",0.41000000000000003,0.,0,4,"night owl","football",4,"junior"
66,78.04,"west coast","noon",0.96,0.9,10,7,"night owl","table tennis",1,"junior"
67,29.740000000000002,"west coast","noon",0.05,1.,1,0,"night owl","football",6,"sophomore"
68,41.53,"west coast","noon",1.,0.02,4,11,"night owl","gymnastics",4,"junior"
69,77.78,"west coast","noon",0.89,1.,10,9,"night owl","football",5,"junior"
70,59.160000000000004,"west coast","noon",1.,0.66,5,1,"night owl","gymnastics",3,"sophomore"
71,34.33,"west coast","noon",0.12,0.,9,4,"night owl","curling",1,"junior"
72,22.17,"west coast","noon",0.,0.,7,0,"early bird","curling",3,"junior"
73,14.18,"west coast","noon",0.06,0.58,7,2,"night owl","table tennis",4,"sophomore"
74,77.07000000000001,"west coast","noon",1.,1.,10,12,"early bird","football",5,"sophomore"
75,21.900000000000002,"west coast","noon",0.62,0.48,3,0,"night owl","football",5,"sophomore"
76,27.36,"west coast","noon",0.38,0.,7,3,"night owl","baseball",4,"sophomore"
77,34.64,"west coast","noon",1.,0.,8,7,"night owl","baseball",2,"senior"
78,32.410000000000004,"west coast","noon",1.,0.05,7,4,"night owl","curling",6,"junior"
79,27.86,"west coast","noon",0.32,0.15,3,5,"night owl","football",3,"junior"
80,3.71,"west coast","noon",0.,0.03,5,5,"night owl","curling",5,"sophomore"
81,54.230000000000004,"west coast","noon",0.92,0.72,10,1,"night owl","curling",3,"senior"
82,40.17,"west coast","noon",0.96,0.,4,4,"night owl","martial arts",4,"sophomore"
83,64.94,"west coast","noon",1.,0.98,4,7,"night owl","martial arts",6,"sophomore"
84,35.75,"west coast","noon",0.75,0.05,1,4,"night owl","martial arts",4,"sophomore"
85,21.76,"west coast","noon",0.06,0.25,8,9,"night owl","curling",4,"senior"
86,51.050000000000004,"west coast","noon",0.97,0.33,10,12,"night owl","martial arts",3,"sophomore"
87,24.59,"west coast","noon",0.78,0.16,4,8,"night owl","baseball",4,"senior"
88,64.97,"west coast","noon",1.,0.9500000000000001,3,4,"night owl","football",3,"senior"
89,62.82,"west coast","noon",0.74,0.76,9,7,"night owl","basketball",3,"sophomore"
90,66.6,"west coast","noon",0.85,0.73,10,9,"night owl","frisbee",2,"senior"
91,38.43,"west coast","morning",0.9,0.72,3,9,"night owl","baseball",6,"junior"
92,68.75,"west coast","morning",0.98,0.8300000000000001,3,7,"early bird","basketball",3,"senior"
93,22.03,"west coast","morning",0.6900000000000001,0.11,2,2,"night owl","curling",6,"frosh"
94,0.,"west coast","morning",0.38,0.04,5,1,"night owl","football",6,"junior"
95,44.86,"west coast","morning",1.,0.34,4,12,"night owl","curling",3,"junior"
96,77.09,"west coast","morning",1.,1.,5,4,"night owl","martial arts",3,"junior"
97,38.25,"west coast","morning",1.,0.,7,2,"night owl","martial arts",4,"frosh"
98,56.36,"west coast","morning",0.76,0.85,1,10,"early bird","curling",4,"senior"
99,28.830000000000002,"west coast","morning",0.,0.,10,9,"night owl","table tennis",1,"senior"
100,56.53,"west coast","morning",0.98,0.81,9,8,"night owl","gymnastics",5,"sophomore"
101,25.87,"west coast","noon",0.,0.,8,9,"night owl","baseball",4,"frosh"
102,84.52,"west coast","noon",1.,1.,7,6,"night owl","martial arts",3,"sophomore"
103,25.060000000000002,"west coast","noon",0.19,0.51,7,8,"early bird","curling",4,"junior"
104,53.370000000000005,"west coast","noon",1.,0.64,8,10,"night owl","table tennis",2,"senior"
105,52.46,"west coast","noon",0.76,0.19,0,7,"night owl","baseball",5,"junior"
106,36.68,"west coast","noon",0.8300000000000001,0.38,2,1,"night owl","frisbee",3,"junior"
107,36.61,"west coast","noon",0.26,1.,3,10,"night owl","football",3,"junior"
108,37.47,"west coast","noon",0.17,0.96,8,7,"night owl","frisbee",4,"junior"
109,25.76,"west coast","noon",0.04,0.43,8,5,"night owl","baseball",5,"sophomore"
110,22.,"west coast","noon",0.42,0.01,6,1,"night owl","baseball",3,"sophomore"
111,43.77,"west coast","evening",0.08,0.73,5,7,"night owl","table tennis",3,"sophomore"
112,45.800000000000004,"west coast","evening",0.05,0.3,4,10,"night owl","table tennis",2,"sophomore"
113,79.56,"west coast","evening",0.98,0.97,9,3,"night owl","gymnastics",5,"sophomore"
114,39.46,"west coast","evening",0.03,0.,3,6,"night owl","martial arts",3,"junior"
115,34.910000000000004,"west coast","evening",0.5,0.2,2,3,"early bird","baseball",3,"junior"
116,35.14,"west coast","evening",0.,0.15,1,3,"night owl","football",2,"junior"
117,38.800000000000004,"west coast","evening",0.,0.13,7,3,"night owl","martial arts",3,"frosh"
118,51.11,"west coast","evening",0.,1.,5,10,"night owl","basketball",2,"senior"
